ticker,signal_date,signal_close,rsi_at_signal,signal_range,signal_body_percentile,signal_atr_mult,pattern,entry_date,entry_price,exit_date,exit_price,exit_reason,bars_held,gross_return,net_return,pnl,equity_after,mfe,mfe_1w,mfe_2w,mfe_3w,mfe_4w,mfe_5w
A,2000-09-29,29.175796508789062,9.454381083684055,4.508647918701172,0.3966939246900158,0.605772701577674,Hammer,2000-10-06,29.287580490112305,2000-10-13,31.076135635375977,Profit target (+2%),1,0.06106872316979217,0.06071691587103505,6071.691581031813,106071.69158103182,0.19338420320457134,0.19338420320457134,0.19338420320457134,0.19338420320457134,0.19338420320457134,0.19338420320457134
A,2002-08-09,9.968210220336914,0.8256529204914926,1.1148653030395508,0.310160382063282,0.599821907266605,Hammer,2002-08-16,9.717812538146973,2002-11-08,8.793726921081543,RSI > 90,12,-0.09509193693930196,-0.09607154446314696,-10190.471223817836,95881.22035721398,0.08282209823191966,0.08282209823191966,0.08282209823191966,0.08282209823191966,0.08282209823191966,0.08282209823191966
A,2006-05-26,20.64588165283203,7.535792640004061,0.9777431488037109,0.2987794053673391,0.964953174651089,Hammer,2006-06-02,20.610109329223633,2006-06-09,21.045324325561523,Profit target (+2%),1,0.021116578732592428,0.020626376001562592,1977.6821005988913,97858.90245781287,0.030083938627195647,0.030083938627195647,0.030083938627195647,0.030083938627195647,0.030083938627195647,0.030083938627195647
A,2011-08-12,22.911645889282227,1.3851431906370522,3.2649574279785156,0.28875940688570595,1.4114268990151186,Hammer,2011-08-19,23.234346389770508,2011-11-04,25.214832305908203,RSI > 90,11,0.08523957949639827,0.08479093529949976,8297.547858482922,106156.4503162958,0.11791932825289257,0.038398671952172676,0.038398671952172676,0.038398671952172676,0.038398671952172676,0.038398671952172676
A,2022-01-28,132.87510681152344,5.829664380838182,7.052879333496094,0.29003445347698864,0.9008239325870327,Hammer,2022-02-04,133.12716674804688,2022-02-11,137.17953491210938,Profit target (+2%),1,0.030439828797167445,0.030363572251570884,3223.2890459258533,109379.73936222166,0.0541799977122218,0.05665597890659332,0.05665597890659332,0.05665597890659332,0.05665597890659332,0.05665597890659332
A,2025-03-07,125.4020767211914,4.6947765680286295,7.967529296875,0.34782537919411677,1.0257699282778592,Hammer,2025-03-14,123.92733764648438,2025-07-11,119.67127990722656,RSI > 90,17,-0.03434317092648809,-0.03442247455564582,-3765.121291334126,105614.61807088753,0.011532619640563025,0.011532619640563025,0.011532619640563025,0.011532619640563025,0.011532619640563025,0.011532619640563025
A,2026-02-27,121.1036605834961,1.7807091888852682,11.309196472167969,0.39214838371497635,1.3851228389300836,Hammer,2026-03-06,118.57942199707031,2026-04-24,121.06999969482422,RSI > 90,7,0.021003456213637417,0.020918242514309168,2209.272191653693,107823.89026254123,0.028255984484291466,0.019520420278872522,0.019520420278872522,0.019520420278872522,0.019520420278872522,0.019520420278872522
AABA-201910,2000-10-20,8.041666030883789,2.5494175780522994,2.547095775604248,0.2541807798231519,0.951336233325519,Hammer,2000-10-27,8.212040901184082,2000-11-10,9.575035095214844,Profit target (+2%),2,0.16597508590516563,0.16465710835585523,16465.710819119813,116465.7108191198,0.17116185451800958,0.17116185451800958,0.17219913856184724,0.17219913856184724,0.17219913856184724,0.17219913856184724
AABA-201910,2001-08-24,1.923184871673584,5.881630041508842,0.2766878604888916,0.36453232320534107,0.4863394781200212,Hammer,2001-08-31,1.9177329540252686,2001-11-23,2.1862430572509766,RSI > 90,12,0.14001433445783618,0.13444930180476358,15658.733488167425,132124.44430728722,0.13717131293314958,0.0,0.0,0.0,0.0,0.0
AABA-201910,2002-02-08,2.269385576248169,8.811164824022214,0.24124979972839355,0.09604546016059295,0.6403936332722366,Hammer,2002-02-15,2.2353105545043945,2002-03-15,2.522902488708496,Profit target (+2%),4,0.12865860344307523,0.12390779200052054,16371.24814704046,148495.6924543277,0.15731712155802333,0.05792691901891426,0.05792691901891426,0.15731712155802333,0.2524391045154365,0.2524391045154365
AABA-201910,2002-06-28,2.011779546737671,6.1810307984075195,0.35165250301361084,0.24806203652697148,1.1817199242664058,Hammer,2002-07-05,2.011779546737671,2002-10-25,1.9913346767425537,RSI > 90,16,-0.010162579706246122,-0.015095784784392824,-2241.6590124582576,146254.03344186945,0.03184279715075169,0.0067750531374973855,0.0067750531374973855,0.0067750531374973855,0.0067750531374973855,0.0067750531374973855
AABA-201910,2004-03-05,6.051694869995117,8.2177527694096,0.36664581298828125,0.17843914518176332,0.8988569804707536,Hammer,2004-03-12,6.042153835296631,2004-03-26,6.125296115875244,Profit target (+2%),2,0.013760371358457979,0.012095323282779557,1768.9898141208737,148023.02325599035,0.05323701604766356,0.05323701604766356,0.07218587810341705,0.14211595244850278,0.26866682739715647,0.26866682739715647
AABA-201910,2007-06-15,7.444674968719482,9.146431585666747,0.28622865676879883,0.3714276194680683,0.5271557147393163,Hammer,2007-06-22,7.556440353393555,2007-09-28,7.1230082511901855,RSI > 90,14,-0.05735929643230986,-0.05864386697229684,-8680.642475980858,139342.3807800095,0.06060603001046759,0.06060603001046759,0.06060603001046759,0.06060603001046759,0.06060603001046759,0.06060603001046759
AABA-201910,2007-12-21,6.545098781585693,9.745258348598227,0.35437870025634766,0.23076995530055733,0.5626468877354517,Hammer,2007-12-28,6.545098781585693,2008-02-08,7.722725868225098,RSI > 90,6,0.17992502877918337,0.17826098896736603,24839.310578072473,164181.691358082,0.24239900621204893,0.009995798505136249,0.023323578414705393,0.023323578414705393,0.023323578414705393,0.24239900621204893
AABA-201910,2008-07-03,5.819985866546631,3.2657212106082625,0.6297030448913574,0.33766222948500774,0.8994194225974148,Hammer,2008-07-11,6.37881326675415,2009-04-24,3.859999895095825,RSI > 90,41,-0.3948717835629667,-0.3961289696282266,-65037.12416445941,99144.56719362258,0.05982907963548212,0.05982907963548212,0.05982907963548212,0.05982907963548212,0.05982907963548212,0.05982907963548212
AABA-201910,2009-07-10,4.069900989532471,7.099007264468199,0.26169514656066895,0.3645840261144704,0.7276137767878313,Hammer,2009-07-17,4.075353145599365,2009-07-24,4.683248519897461,Profit target (+2%),1,0.14916385220616069,0.14653030092332126,14527.683251266277,113672.25044488885,0.1311036448847997,0.18260871091371048,0.18260871091371048,0.18260871091371048,0.18260871091371048,0.18260871091371048
AABA-201910,2012-08-17,4.097160816192627,6.389231348175457,0.15265560150146484,0.3214292407744064,0.7674791143055929,Hammer,2012-08-24,4.086256980895996,2012-09-21,4.309788227081299,Profit target (+2%),4,0.05470317878448472,0.052192088441860435,5932.792142672157,119605.042587561,0.05670446193956195,0.0040026830030496525,0.02001329832235292,0.05670446193956195,0.07871916010988736,0.08072055995785986
AABA-201910,2015-08-14,9.878983497619629,8.786652580377734,1.0467796325683594,0.37760334102264154,1.6502502129297623,Hammer,2015-08-21,9.878983497619629,2015-11-06,9.66635513305664,RSI > 90,11,-0.02152330395270141,-0.02252415381071845,-2694.002373085752,116911.04021447524,0.0,0.0,0.0,0.0,0.0,0.0
AAL,2015-06-12,38.725486755371094,1.695409573138349,2.6733436584472656,0.19750827981124455,0.7343261892022609,Hammer,2015-06-19,38.38774871826172,2015-06-26,40.832767486572266,Profit target (+2%),1,0.06369268451388521,0.06342392377736468,6342.392371394075,106342.39237139409,0.03816610318988608,0.07608427129643118,0.07608427129643118,0.07608427129643118,0.07608427129643118,0.08574976463557318
AAL,2017-03-24,40.41477584838867,6.490205741499295,3.1039886474609375,0.21372951927756448,1.1500414154255538,Hammer,2017-03-31,39.775577545166016,2017-04-07,40.99586868286133,Profit target (+2%),1,0.030679407138957115,0.03042417210562558,3235.37924439588,109577.77161578996,0.045532006595614107,0.045532006595614107,0.10421227573334392,0.10786464547711028,0.15388366028003067,0.15388366028003067
AAL,2017-08-25,44.007286071777344,3.392646878641287,3.3260765075683594,0.24561337108948048,1.154085379629312,Hammer,2017-09-01,43.98783493041992,2017-09-29,45.68977355957031,Profit target (+2%),4,0.038691120666487056,0.0384594134891829,4214.296823580618,113792.06843937059,0.05195667005199049,0.005306237098529747,0.05195667005199049,0.05195667005199049,0.07450802595786872,0.14238332058380662
